,title,year,category,result
15220,les misérables,2012,editing,O
15221,life of pi,2012,editing,N
15222,lincoln,2012,editing,N
15223,silver linings playbook,2012,editing,N
15224,zero dark thirty,2012,editing,N
15225,the master,2012,editing,O
15226,flight,2012,editing,O
15227,the impossible,2012,editing,O
15228,the sessions,2012,editing,O
15229,moonrise kingdom,2012,editing,O
15230,anna karenina,2012,editing,O
15231,skyfall,2012,editing,W
15232,chasing ice,2012,editing,O
15233,ted,2012,editing,O
15234,mirror mirror,2012,editing,O
15235,snow white and the huntsman,2012,editing,O
15236,the hobbit: an unexpected journey,2012,editing,O
15237,marvel's the avengers,2012,editing,O
15238,prometheus,2012,editing,O
15239,12 years a slave,2013,editing,N
15240,american hustle,2013,editing,N
15241,captain phillips,2013,editing,N
15242,dallas buyers club,2013,editing,N
15243,gravity,2013,editing,W
15244,her,2013,editing,O
15245,nebraska,2013,editing,O
15246,philomena,2013,editing,O
15247,the wolf of wall street,2013,editing,O
15248,blue jasmine,2013,editing,O
15249,august: osage county,2013,editing,O
15250,before midnight,2013,editing,O
15251,the book thief,2013,editing,O
15252,saving mr. banks,2013,editing,O
15253,frozen,2013,editing,O
15254,despicable me 2,2013,editing,O
15255,mandela: long walk to freedom,2013,editing,O
15256,alone yet not alone,2013,editing,O
15257,all is lost,2013,editing,N
15258,the hobbit: the desolation of smaug,2013,editing,N
15259,lone survivor,2013,editing,N
15260,inside llewyn davis,2013,editing,O
15261,the grandmaster,2013,editing,O
15262,prisoners,2013,editing,O
15263,the great gatsby,2013,editing,O
15264,the invisible woman,2013,editing,O
15265,iron man 3,2013,editing,O
15266,the lone ranger,2013,editing,O
15267,star trek into darkness,2013,editing,O
15268,birdman or (the unexpected virtue of ignorance),2014,editing,N
15269,american sniper,2014,editing,N
15270,boyhood,2014,editing,N
15271,the grand budapest hotel,2014,editing,N
15272,the imitation game,2014,editing,N
15273,selma,2014,editing,O
15274,the theory of everything,2014,editing,O
15275,whiplash,2014,editing,W
15276,foxcatcher,2014,editing,O
15277,still alice,2014,editing,O
15278,"two days, one night",2014,editing,O
15279,gone girl,2014,editing,O
15280,wild,2014,editing,O
15281,the judge,2014,editing,O
15282,into the woods,2014,editing,O
15283,nightcrawler,2014,editing,O
15284,inherent vice,2014,editing,O
15285,interstellar,2014,editing,N
15286,mr. turner,2014,editing,O
15287,the lego movie,2014,editing,O
15288,beyond the lights,2014,editing,O
15289,glen campbell: i'll be me,2014,editing,O
15290,begin again,2014,editing,O
15291,the hobbit: the battle of the five armies,2014,editing,N
15292,unbroken,2014,editing,N
15293,ida,2014,editing,O
15294,maleficent,2014,editing,O
15295,captain america: the winter soldier,2014,editing,O
15296,dawn of the planet of the apes,2014,editing,O
15297,guardians of the galaxy,2014,editing,O
15298,x-men: days of future past,2014,editing,O
15299,spotlight,2015,editing,N
15300,the big short,2015,editing,N
15301,bridge of spies,2015,editing,O
15302,brooklyn,2015,editing,O
15303,mad max: fury road,2015,editing,W
15304,the martian,2015,editing,N
15305,the revenant,2015,editing,N
15306,room,2015,editing,O
15307,trumbo,2015,editing,O
15308,steve jobs,2015,editing,O
15309,the danish girl,2015,editing,O
15310,carol,2015,editing,O
15311,joy,2015,editing,O
15312,45 years,2015,editing,O
15313,creed,2015,editing,O
15314,the hateful eight,2015,editing,O
15315,ex machina,2015,editing,O
15316,inside out,2015,editing,O
15317,straight outta compton,2015,editing,O
15318,sicario,2015,editing,N
15319,star wars: the force awakens,2015,editing,N
15320,spectre,2015,editing,O
15321,fifty shades of grey,2015,editing,O
15322,racing extinction,2015,editing,O
15323,youth,2015,editing,O
15324,the hunting ground,2015,editing,O
15325,cinderella,2015,editing,O
15326,moonlight,2016,editing,N
15327,arrival,2016,editing,N
15328,fences,2016,editing,O
15329,hacksaw ridge,2016,editing,W
15330,hell or high water,2016,editing,N
15331,hidden figures,2016,editing,O
15332,la la land,2016,editing,N
15333,lion,2016,editing,O
15334,manchester by the sea,2016,editing,O
15335,captain fantastic,2016,editing,O
15336,elle,2016,editing,O
15337,loving,2016,editing,O
15338,jackie,2016,editing,O
15339,florence foster jenkins,2016,editing,O
15340,nocturnal animals,2016,editing,O
15341,20th century women,2016,editing,O
15342,the lobster,2016,editing,O
15343,passengers,2016,editing,O
15344,trolls,2016,editing,O
15345,jim: the james foley story,2016,editing,O
15346,moana,2016,editing,O
15347,deepwater horizon,2016,editing,N
15348,sully,2016,editing,N
15349,13 hours: the secret soldiers of benghazi,2016,editing,O
15350,rogue one: a star wars story,2016,editing,O
15351,silence,2016,editing,O
15352,fantastic beasts and where to find them,2016,editing,O
15353,allied,2016,editing,O
15354,the jungle book,2016,editing,O
15355,doctor strange,2016,editing,O
15356,kubo and the two strings,2016,editing,O
15357,the shape of water,2017,editing,N
15358,call me by your name,2017,editing,O
15359,darkest hour,2017,editing,O
15360,dunkirk,2017,editing,W
15361,get out,2017,editing,O
15362,lady bird,2017,editing,O
15363,phantom thread,2017,editing,O
15364,the post,2017,editing,O
15365,"three billboards outside ebbing, missouri",2017,editing,N
15366,"roman j. israel, esq.",2017,editing,O
15367,"i, tonya",2017,editing,N
15368,the florida project,2017,editing,O
15369,all the money in the world,2017,editing,O
15370,mudbound,2017,editing,O
15371,the big sick,2017,editing,O
15372,the disaster artist,2017,editing,O
15373,logan,2017,editing,O
15374,molly's game,2017,editing,O
15375,star wars: the last jedi,2017,editing,N
15376,coco,2017,editing,O
15377,marshall,2017,editing,O
15378,the greatest showman,2017,editing,O
15379,baby driver,2017,editing,N
15380,blade runner 2049,2017,editing,N
15381,beauty and the beast,2017,editing,O
15382,victoria & abdul,2017,editing,O
15383,guardians of the galaxy vol. 2,2017,editing,O
15384,kong: skull island,2017,editing,O
15385,war for the planet of the apes,2017,editing,O
15386,green book,2018,editing,N
15387,black panther,2018,editing,N
15388,blackkklansman,2018,editing,N
15389,bohemian rhapsody,2018,editing,W
15390,the favourite,2018,editing,N
15391,roma,2018,editing,N
15392,a star is born,2018,editing,O
15393,vice,2018,editing,N
15394,cold war,2018,editing,O
15395,at eternity's gate,2018,editing,O
15396,the wife,2018,editing,O
15397,can you ever forgive me?,2018,editing,O
15398,if beale street could talk,2018,editing,O
15399,first reformed,2018,editing,O
15400,the ballad of buster scruggs,2018,editing,O
15401,isle of dogs,2018,editing,O
15402,mary poppins returns,2018,editing,O
15403,rbg,2018,editing,O
15404,first man,2018,editing,N
15405,a quiet place,2018,editing,N
15406,never look away,2018,editing,O
15407,mary queen of scots,2018,editing,O
15408,avengers: infinity war,2018,editing,O
15409,christopher robin,2018,editing,O
15410,ready player one,2018,editing,O
15411,solo: a star wars story,2018,editing,O
15412,ford v ferrari,2019,editing,N
15413,the irishman,2019,editing,N
15414,jojo rabbit,2019,editing,N
15415,joker,2019,editing,N
15416,little women,2019,editing,O
15417,marriage story,2019,editing,O
15418,1917,2019,editing,N
15419,once upon a time in hollywood,2019,editing,N
15420,parasite,2019,editing,N
15421,pain and glory,2019,editing,O
15422,the two popes,2019,editing,O
15423,harriet,2019,editing,O
15424,bombshell,2019,editing,O
15425,judy,2019,editing,O
15426,a beautiful day in the neighborhood,2019,editing,O
15427,richard jewell,2019,editing,O
15428,knives out,2019,editing,O
15429,star wars: the rise of skywalker,2019,editing,N
15430,toy story 4,2019,editing,O
15431,rocketman,2019,editing,O
15432,breakthrough,2019,editing,O
15433,frozen ii,2019,editing,O
15434,ad astra,2019,editing,O
15435,the lighthouse,2019,editing,O
15436,avengers: endgame,2019,editing,O
15437,the lion king,2019,editing,O
15438,gone with the wind,1939,effects,N
15439,dark victory,1939,effects,O
15440,"goodbye, mr. chips",1939,effects,O
15441,love affair,1939,effects,O
15442,mr. smith goes to washington,1939,effects,O
15443,ninotchka,1939,effects,O
15444,of mice and men,1939,effects,O
15445,stagecoach,1939,effects,O
15446,the wizard of oz,1939,effects,N
15447,wuthering heights,1939,effects,O
15448,babes in arms,1939,effects,O
15449,juarez,1939,effects,O
15450,beau geste,1939,effects,O
15451,drums along the mohawk,1939,effects,O
15452,first love,1939,effects,O
15453,the great victor herbert,1939,effects,O
15454,the hunchback of notre dame,1939,effects,O
15455,intermezzo,1939,effects,O
15456,the private lives of elizabeth and essex,1939,effects,N
15457,she married a cop,1939,effects,O
15458,swanee river,1939,effects,O
15459,they shall have music,1939,effects,O
15460,way down south,1939,effects,O
15461,eternally yours,1939,effects,O
15462,golden boy,1939,effects,O
15463,gulliver's travels,1939,effects,O
15464,the man in the iron mask,1939,effects,O
15465,man of conquest,1939,effects,O
15466,nurse edith cavell,1939,effects,O
15467,the rains came,1939,effects,W
15468,second fiddle,1939,effects,O
15469,when tomorrow comes,1939,effects,O
15470,balalaika,1939,effects,O
15471,captain fury,1939,effects,O
15472,only angels have wings,1939,effects,N
15473,topper takes a trip,1939,effects,N
15474,union pacific,1939,effects,N
15475,rebecca,1940,effects,N
15476,"all this, and heaven too",1940,effects,O
15477,foreign correspondent,1940,effects,N
15478,the grapes of wrath,1940,effects,O
15479,the great dictator,1940,effects,O
15480,kitty foyle,1940,effects,O
15481,the letter,1940,effects,O
15482,the long voyage home,1940,effects,N
15483,our town,1940,effects,O
15484,the philadelphia story,1940,effects,O
15485,abe lincoln in illinois,1940,effects,O
15486,the westerner,1940,effects,O
15487,they knew what they wanted,1940,effects,O
15488,primrose path,1940,effects,O
15489,the great mcginty,1940,effects,O
15490,angels over broadway,1940,effects,O
15491,dr. ehrlich's magic bullet,1940,effects,O
15492,pinocchio,1940,effects,O
15493,arizona,1940,effects,O
15494,dark command,1940,effects,O
15495,the fight for life,1940,effects,O
15496,the house of the seven gables,1940,effects,O
15497,the howards of virginia,1940,effects,O
15498,the mark of zorro,1940,effects,O
15499,my favorite wife,1940,effects,O
15500,north west mounted police,1940,effects,O
15501,one million b.c.,1940,effects,N
15502,the thief of bagdad,1940,effects,W
15503,waterloo bridge,1940,effects,O
15504,tin pan alley,1940,effects,O
15505,"arise, my love",1940,effects,O
15506,hit parade of 1941,1940,effects,O
15507,irene,1940,effects,O
15508,the sea hawk,1940,effects,N
15509,second chorus,1940,effects,O
15510,spring parade,1940,effects,O
15511,strike up the band,1940,effects,O
15512,down argentine way,1940,effects,O
15513,you'll find out,1940,effects,O
15514,music in my heart,1940,effects,O
15515,rhythm on the river,1940,effects,O
15516,behind the news,1940,effects,O
15517,captain caution,1940,effects,O
15518,too many husbands,1940,effects,O
15519,pride and prejudice,1940,effects,O
15520,the boys from syracuse,1940,effects,N
15521,lillian russell,1940,effects,O
15522,"my son, my son!",1940,effects,O
15523,bitter sweet,1940,effects,O
15524,boom town,1940,effects,N
15525,the blue bird,1940,effects,N
15526,northwest passage,1940,effects,O
15527,dr. cyclops,1940,effects,N
15528,the invisible man returns,1940,effects,N
15529,swiss family robinson,1940,effects,N
15530,typhoon,1940,effects,N
15531,women in war,1940,effects,N
15532,how green was my valley,1941,effects,O
15533,citizen kane,1941,effects,O
15534,here comes mr. jordan,1941,effects,O
15535,the little foxes,1941,effects,O
15536,sergeant york,1941,effects,O
15537,penny serenade,1941,effects,O
15538,all that money can buy,1941,effects,O
15539,suspicion,1941,effects,O
15540,hold back the dawn,1941,effects,O
15541,blossoms in the dust,1941,effects,O
15542,ball of fire,1941,effects,O
15543,the devil and miss jones,1941,effects,O
15544,the maltese falcon,1941,effects,O
15545,the great lie,1941,effects,O
15546,"tall, dark and handsome",1941,effects,O
15547,"tom, dick and harry",1941,effects,O
15548,back street,1941,effects,O
15549,cheers for miss bishop,1941,effects,O
15550,dr. jekyll and mr. hyde,1941,effects,O
15551,king of the zombies,1941,effects,O
15552,ladies in retirement,1941,effects,O
15553,lydia,1941,effects,O
15554,mercy island,1941,effects,O
15555,so ends our night,1941,effects,O
15556,sundown,1941,effects,O
15557,tanks a million,1941,effects,O
15558,that uncertain feeling,1941,effects,O
15559,this woman is mine,1941,effects,O
15560,dumbo,1941,effects,O
15561,all-american co-ed,1941,effects,O
15562,birth of the blues,1941,effects,O
15563,buck privates,1941,effects,O
15564,the chocolate soldier,1941,effects,O
15565,ice-capades,1941,effects,O
15566,the strawberry blonde,1941,effects,O
15567,sun valley serenade,1941,effects,O
15568,sunny,1941,effects,O
15569,you'll never get rich,1941,effects,O
15570,lady be good,1941,effects,O
15571,ridin' on a rainbow,1941,effects,O
15572,blues in the night,1941,effects,O
15573,las vegas nights,1941,effects,O
15574,that hamilton woman,1941,effects,N
15575,appointment for love,1941,effects,O
15576,the devil pays off,1941,effects,O
15577,the men in her life,1941,effects,O
15578,skylark,1941,effects,O
15579,topper returns,1941,effects,N
15580,the flame of new orleans,1941,effects,O
15581,the son of monte cristo,1941,effects,O
15582,when ladies meet,1941,effects,O
15583,sis hopkins,1941,effects,O
15584,blood and sand,1941,effects,O
15585,louisiana purchase,1941,effects,O
15586,aloma of the south seas,1941,effects,N
15587,billy the kid,1941,effects,O
15588,dive bomber,1941,effects,N
15589,i wanted wings,1941,effects,W
15590,flight command,1941,effects,N
15591,the invisible woman,1941,effects,N
15592,the sea wolf,1941,effects,N
15593,a yank in the r.a.f.,1941,effects,N
15594,mrs. miniver,1942,effects,N
15595,kings row,1942,effects,O
15596,random harvest,1942,effects,O
15597,wake island,1942,effects,O
15598,yankee doodle dandy,1942,effects,O
15599,the pride of the yankees,1942,effects,N
15600,the pied piper,1942,effects,O
15601,"now, voyager",1942,effects,O
15602,woman of the year,1942,effects,O
15603,my sister eileen,1942,effects,O
15604,johnny eager,1942,effects,O
15605,tortilla flat,1942,effects,O
15606,the magnificent ambersons,1942,effects,O
15607,one of our aircraft is missing,1942,effects,N
15608,road to morocco,1942,effects,O
15609,the war against mrs. hadley,1942,effects,O
15610,49th parallel,1942,effects,O
15611,the talk of the town,1942,effects,O
15612,arabian nights,1942,effects,O
15613,bambi,1942,effects,O
15614,the black swan,1942,effects,N
15615,the corsican brothers,1942,effects,O
15616,flying tigers,1942,effects,N
15617,the gold rush,1942,effects,O
15618,i married a witch,1942,effects,O
15619,joan of paris,1942,effects,O
15620,jungle book,1942,effects,N
15621,klondike fury,1942,effects,O
15622,the shanghai gesture,1942,effects,O
15623,silver queen,1942,effects,O
15624,"take a letter, darling",1942,effects,O
15625,to be or not to be,1942,effects,O
15626,flying with music,1942,effects,O
