,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
2078,N,O,O,O,O,O,O,O,O,O,N,O,O,O,about schmidt,2002
2079,O,N,O,N,O,O,O,W,O,O,O,O,N,O,frida,2002
2080,O,N,O,O,O,O,O,O,O,O,O,O,O,O,unfaithful,2002
2081,O,N,N,O,O,O,O,N,O,O,O,N,O,O,far from heaven,2002
2082,O,O,W,O,O,N,O,N,O,N,O,O,O,N,road to perdition,2002
2083,O,O,O,O,O,O,O,N,O,N,O,O,O,O,catch me if you can,2002
2084,O,O,O,O,O,O,O,O,O,O,O,N,O,O,my big fat greek wedding,2002
2085,O,O,O,O,O,O,O,O,O,O,O,N,O,O,y tu mamá también,2002
2086,O,O,O,O,O,O,O,O,O,O,O,N,O,O,about a boy,2002
2087,O,O,O,O,O,O,O,O,O,O,O,O,W,O,8 mile,2002
2088,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the wild thornberrys movie,2002
2089,O,O,O,O,O,N,O,O,O,O,O,O,O,O,minority report,2002
2090,O,O,O,O,O,O,N,O,O,O,O,O,O,N,spider-man,2002
2091,O,O,O,O,O,O,N,O,O,O,O,O,O,O,star wars: episode ii  attack of the clones,2002
2092,O,O,O,W,W,W,W,W,W,O,O,W,W,W,the lord of the rings: the return of the king,2003
2093,N,O,O,O,N,O,O,O,N,O,O,W,O,O,lost in translation,2003
2094,O,O,W,N,N,N,N,O,N,O,O,O,O,N,master and commander: the far side of the world,2003
2095,W,O,O,O,N,O,O,O,N,W,N,N,O,O,mystic river,2003
2096,O,O,N,N,O,N,O,O,N,O,O,N,O,N,seabiscuit,2003
2097,O,O,N,O,N,N,O,O,O,O,O,N,O,O,city of god,2003
2098,N,O,O,O,O,N,N,O,O,O,O,O,O,N,pirates of the caribbean: the curse of the black pearl,2003
2099,N,O,O,O,O,O,O,N,O,O,N,O,O,O,house of sand and fog,2003
2100,N,O,N,O,O,N,O,N,O,O,W,O,N,O,cold mountain,2003
2101,O,W,O,O,O,O,O,O,O,O,O,O,O,O,monster,2003
2102,O,N,O,O,O,O,O,O,O,O,O,O,O,O,whale rider,2003
2103,O,N,O,O,O,O,O,O,O,O,O,O,O,O,something's gotta give,2003
2104,O,N,O,O,O,O,O,O,O,N,O,N,O,O,in america,2003
2105,O,N,O,O,O,O,O,O,O,N,O,O,O,O,21 grams,2003
2106,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the cooler,2003
2107,O,O,O,N,O,O,O,O,O,N,O,O,O,N,the last samurai,2003
2108,O,O,O,O,O,O,O,O,O,O,N,O,O,O,pieces of april,2003
2109,O,O,O,O,O,O,O,O,O,O,N,O,O,O,thirteen,2003
2110,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the barbarian invasions,2003
2111,O,O,O,O,O,O,O,O,O,O,O,N,O,O,dirty pretty things,2003
2112,O,O,O,O,O,N,O,N,O,O,O,N,O,O,finding nemo,2003
2113,O,O,O,O,O,O,O,O,O,O,O,N,O,O,american splendor,2003
2114,O,O,O,O,O,O,O,N,O,O,O,O,O,O,big fish,2003
2115,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the triplets of belleville,2003
2116,O,O,O,O,O,O,O,O,O,O,O,O,N,O,a mighty wind,2003
2117,O,O,N,N,O,O,O,O,O,O,O,O,O,O,girl with a pearl earring,2003
2118,N,W,O,O,W,N,O,O,W,W,O,N,O,O,million dollar baby,2004
2119,N,O,W,W,N,W,O,O,N,N,W,N,O,N,the aviator,2004
2120,N,O,O,N,O,N,O,W,N,O,O,N,O,O,finding neverland,2004
2121,W,O,O,N,N,N,O,O,N,O,O,O,O,W,ray,2004
2122,O,O,O,O,N,O,O,O,N,N,N,W,O,O,sideways,2004
2123,O,N,O,O,N,O,O,O,O,O,O,N,O,O,vera drake,2004
2124,N,O,O,O,O,O,O,O,O,O,N,N,O,O,hotel rwanda,2004
2125,O,N,O,O,O,O,O,O,O,O,O,O,O,O,being julia,2004
2126,O,N,O,O,O,O,O,O,O,O,O,O,O,O,maria full of grace,2004
2127,O,N,O,O,O,O,O,O,O,O,O,W,O,O,eternal sunshine of the spotless mind,2004
2128,O,O,O,O,O,N,O,O,O,N,O,O,O,O,collateral,2004
2129,O,O,O,O,O,O,O,O,O,N,N,O,O,O,closer,2004
2130,O,O,O,O,O,O,O,O,O,O,N,O,O,O,kinsey,2004
2131,O,O,O,O,O,W,O,O,O,O,O,N,O,N,the incredibles,2004
2132,O,O,O,O,O,O,O,O,O,O,O,N,O,O,before sunset,2004
2133,O,O,O,O,O,O,O,O,O,O,O,N,W,O,the motorcycle diaries,2004
2134,O,O,O,O,O,O,N,N,O,O,O,O,O,O,harry potter and the prisoner of azkaban,2004
2135,O,O,O,N,O,O,O,N,O,O,O,O,O,O,lemony snicket's a series of unfortunate events,2004
2136,O,O,N,O,O,O,O,N,O,O,O,O,O,O,the passion of the christ,2004
2137,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the village,2004
2138,O,O,O,O,O,O,O,O,O,O,O,O,N,O,shrek 2,2004
2139,O,O,O,O,O,N,O,O,O,O,O,O,N,N,the polar express,2004
2140,O,O,N,O,O,O,O,O,O,O,O,O,N,O,the phantom of the opera,2004
2141,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the chorus,2004
2142,O,O,O,O,O,N,W,O,O,O,O,O,O,N,spider-man 2,2004
2143,O,O,N,O,O,O,O,O,O,O,O,O,O,O,a very long engagement,2004
2144,O,O,N,O,O,O,O,O,O,O,O,O,O,O,house of flying daggers,2004
2145,O,O,O,N,O,O,O,O,O,O,O,O,O,O,troy,2004
2146,O,O,O,O,O,O,N,O,O,O,O,O,O,O,"i, robot",2004
2147,O,O,O,O,N,W,O,O,W,N,O,W,N,O,crash,2005
2148,N,O,N,O,W,O,O,W,N,N,N,W,O,O,brokeback mountain,2005
2149,W,O,O,O,N,O,O,O,N,O,N,N,O,O,capote,2005
2150,N,O,N,O,N,O,O,O,N,O,O,N,O,O,"good night, and good luck",2005
2151,O,O,O,O,N,N,O,N,N,O,O,N,O,O,munich,2005
2152,N,O,O,O,O,O,O,O,O,O,O,O,W,O,hustle & flow,2005
2153,N,W,O,N,O,N,O,O,O,O,O,O,O,N,walk the line,2005
2154,O,N,O,N,O,O,O,O,O,O,O,O,O,O,mrs henderson presents,2005
2155,O,N,O,O,O,O,O,O,O,O,O,O,N,O,transamerica,2005
2156,O,N,O,N,O,O,O,N,O,O,O,O,O,O,pride & prejudice,2005
2157,O,N,O,O,O,O,O,O,O,O,N,O,O,O,north country,2005
2158,O,O,O,O,O,O,O,O,O,W,O,N,O,O,syriana,2005
2159,O,O,O,O,O,N,O,O,O,N,O,O,O,O,cinderella man,2005
2160,O,O,O,O,O,O,O,O,O,N,O,N,O,O,a history of violence,2005
2161,O,O,O,O,O,N,O,N,O,O,W,N,O,O,the constant gardener,2005
2162,O,O,O,O,O,O,O,O,O,O,N,O,O,O,junebug,2005
2163,O,O,O,O,O,O,O,O,O,O,O,N,O,O,match point,2005
2164,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the squid and the whale,2005
2165,O,O,W,W,O,N,O,N,O,O,O,O,O,N,memoirs of a geisha,2005
2166,O,O,O,O,O,W,W,O,O,O,O,O,O,W,king kong,2005
2167,O,O,O,O,O,N,N,O,O,O,O,O,O,N,war of the worlds,2005
2168,O,O,O,O,O,O,N,O,O,O,O,O,O,N,"the chronicles of narnia: the lion, the witch and the wardrobe",2005
2169,O,O,O,O,O,O,O,O,O,O,O,O,O,O,harry potter and the goblet of fire,2005
2170,O,O,N,O,O,O,O,O,O,O,O,O,O,O,batman begins,2005
2171,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the new world,2005
2172,O,O,O,N,O,O,O,O,O,O,O,O,O,O,charlie and the chocolate factory,2005
2173,O,O,O,O,W,W,O,O,W,N,O,W,O,O,the departed,2006
2174,O,O,O,O,N,N,O,W,N,O,N,N,O,O,babel,2006
2175,O,O,O,O,N,W,O,O,N,O,O,N,O,O,letters from iwo jima,2006
2176,O,O,O,O,O,O,O,O,N,W,N,W,O,O,little miss sunshine,2006
2177,O,W,O,N,N,O,O,N,N,O,O,N,O,O,the queen,2006
2178,O,O,O,O,N,N,O,O,O,O,O,O,O,O,united 93,2006
2179,W,O,O,O,O,O,O,O,O,O,O,O,O,O,the last king of scotland,2006
2180,N,O,O,O,O,N,O,O,O,N,O,O,O,N,blood diamond,2006
2181,N,O,O,O,O,O,O,O,O,O,O,O,O,O,half nelson,2006
2182,N,O,O,O,O,O,O,O,O,O,O,O,O,O,venus,2006
2183,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the pursuit of happyness,2006
2184,O,N,O,O,O,O,O,O,O,O,O,O,O,O,volver,2006
2185,O,N,O,O,O,O,O,N,O,O,N,N,O,O,notes on a scandal,2006
2186,O,N,O,N,O,O,O,O,O,O,O,O,O,O,the devil wears prada,2006
2187,O,N,O,O,O,O,O,O,O,N,O,N,O,O,little children,2006
2188,O,O,O,N,O,O,O,O,O,N,W,O,N,W,dreamgirls,2006
2189,O,O,W,O,O,O,O,N,O,O,O,N,O,O,pan's labyrinth,2006
2190,O,O,O,O,O,O,O,O,O,O,O,N,O,O,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006
2191,O,O,N,O,O,N,O,O,O,O,O,N,O,O,children of men,2006
2192,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the good german,2006
2193,O,O,O,O,O,O,O,O,O,O,O,O,W,O,an inconvenient truth,2006
2194,O,O,O,O,O,O,O,O,O,O,O,O,N,O,cars,2006
2195,O,O,O,O,O,N,O,O,O,O,O,O,O,N,apocalypto,2006
2196,O,O,O,O,O,N,O,O,O,O,O,O,O,N,flags of our fathers,2006
2197,O,O,O,O,O,N,W,O,O,O,O,O,O,N,pirates of the caribbean: dead man's chest,2006
2198,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the good shepherd,2006
2199,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the prestige,2006
2200,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the black dahlia,2006
2201,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the illusionist,2006
2202,O,O,O,W,O,O,O,O,O,O,O,O,O,O,marie antoinette,2006
2203,O,O,O,N,O,O,O,O,O,O,O,O,O,O,curse of the golden flower,2006
2204,O,O,O,O,O,O,N,O,O,O,O,O,O,O,poseidon,2006
2205,O,O,O,O,O,O,N,O,O,O,O,O,O,O,superman returns,2006
2206,O,O,N,O,W,N,O,O,W,W,O,W,O,N,no country for old men,2007
2207,O,O,N,N,O,O,O,W,N,O,N,N,O,O,atonement,2007
2208,O,N,O,O,N,O,O,O,N,O,O,W,O,O,juno,2007
2209,N,O,O,O,N,O,O,N,N,N,W,N,O,O,michael clayton,2007
2210,W,O,W,O,N,N,O,O,N,O,O,N,O,O,there will be blood,2007
2211,O,O,N,O,N,N,O,O,O,O,O,N,O,O,the diving bell and the butterfly,2007
2212,N,O,O,N,O,O,O,O,O,O,O,O,O,O,sweeney todd: the demon barber of fleet street,2007
2213,N,O,O,O,O,O,O,O,O,O,O,O,O,O,in the valley of elah,2007
2214,N,O,O,O,O,O,O,O,O,O,O,O,O,O,eastern promises,2007
2215,O,W,O,N,O,O,O,O,O,O,O,O,O,O,la vie en rose,2007
2216,O,N,O,W,O,O,O,O,O,O,O,O,O,O,elizabeth: the golden age,2007
2217,O,N,O,O,O,O,O,O,O,O,O,N,O,O,away from her,2007
2218,O,N,O,O,O,O,O,O,O,O,O,N,O,O,the savages,2007
2219,O,O,N,O,O,O,O,O,O,N,O,O,O,O,the assassination of jesse james by the coward robert ford,2007
2220,O,O,O,O,O,O,O,O,O,N,O,O,O,O,charlie wilson's war,2007
2221,O,O,O,O,O,N,O,O,O,N,O,O,O,O,into the wild,2007
2222,O,O,O,O,O,O,O,O,O,O,N,O,O,O,i'm not there,2007
2223,O,O,O,O,O,O,O,O,O,O,N,O,O,O,american gangster,2007
2224,O,O,O,O,O,O,O,O,O,O,N,O,O,O,gone baby gone,2007
2225,O,O,O,O,O,O,O,O,O,O,O,N,O,O,lars and the real girl,2007
2226,O,O,O,O,O,N,O,N,O,O,O,N,O,N,ratatouille,2007
2227,O,O,O,O,O,O,O,N,O,O,O,O,O,N,3:10 to yuma,2007
2228,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the kite runner,2007
2229,O,O,O,O,O,O,O,O,O,O,O,O,W,O,once,2007
2230,O,O,O,O,O,O,O,O,O,O,O,O,N,O,enchanted,2007
2231,O,O,O,O,O,O,O,O,O,O,O,O,N,O,august rush,2007
2232,O,O,O,O,O,W,O,O,O,O,O,O,O,W,the bourne ultimatum,2007
2233,O,O,O,O,O,N,N,O,O,O,O,O,O,N,transformers,2007
2234,O,O,O,O,O,O,W,O,O,O,O,O,O,O,the golden compass,2007
2235,O,O,O,N,O,O,O,O,O,O,O,O,O,O,across the universe,2007
2236,O,O,O,O,O,O,N,O,O,O,O,O,O,O,pirates of the caribbean: at world's end,2007
2237,O,O,W,O,W,W,O,W,W,O,O,W,WN,W,slumdog millionaire,2008
2238,N,O,N,N,N,N,W,N,N,O,N,N,O,N,the curious case of benjamin button,2008
2239,N,O,O,O,N,N,O,O,N,O,O,N,O,O,frost/nixon,2008
2240,W,O,O,N,N,N,O,N,N,N,O,W,O,O,milk,2008
2241,O,W,N,O,N,O,O,O,N,O,O,N,O,O,the reader,2008
2242,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the visitor,2008
2243,N,O,O,O,O,O,O,O,O,O,N,O,O,O,the wrestler,2008
2244,O,N,O,O,O,O,O,O,O,O,O,O,O,O,rachel getting married,2008
2245,O,N,N,O,O,O,O,O,O,O,O,O,O,O,changeling,2008
2246,O,N,O,O,O,O,O,O,O,O,O,N,O,O,frozen river,2008
2247,O,N,O,O,O,O,O,O,O,N,N,N,O,O,doubt,2008
2248,O,O,N,O,O,N,N,O,O,W,O,O,O,N,the dark knight,2008
2249,O,O,O,O,O,O,O,O,O,N,O,O,O,O,tropic thunder,2008
2250,O,O,O,N,O,O,O,O,O,N,O,O,O,O,revolutionary road,2008
2251,O,O,O,O,O,O,O,O,O,O,W,O,O,O,vicky cristina barcelona,2008
2252,O,O,O,O,O,O,O,O,O,O,O,N,O,O,happy-go-lucky,2008
2253,O,O,O,O,O,O,O,O,O,O,O,N,O,O,in bruges,2008
2254,O,O,O,O,O,N,O,N,O,O,O,N,N,N,wall-e,2008
2255,O,O,O,O,O,O,O,N,O,O,O,O,O,O,defiance,2008
2256,O,O,O,O,O,N,N,O,O,O,O,O,O,O,iron man,2008
2257,O,O,O,O,O,N,O,O,O,O,O,O,O,N,wanted,2008
2258,O,O,O,W,O,O,O,O,O,O,O,O,O,O,the duchess,2008
2259,O,O,O,N,O,O,O,O,O,O,O,O,O,O,australia,2008
2260,N,O,N,O,W,W,O,N,W,O,O,W,O,W,the hurt locker,2008
2261,O,O,W,O,N,N,W,N,N,O,O,O,O,N,avatar,2009
2262,O,W,O,O,O,O,O,O,N,O,O,O,O,O,the blind side,2009
2263,O,O,O,O,O,N,N,O,N,O,O,N,O,O,district 9,2009
2264,O,N,O,O,O,O,O,O,N,O,O,N,O,O,an education,2009
2265,O,O,N,O,N,N,O,O,N,W,O,N,O,N,inglourious basterds,2009
2266,O,N,O,O,N,N,O,O,N,O,W,W,O,O,precious: based on the novel 'push' by sapphire,2009
2267,O,O,O,O,O,O,O,O,N,O,O,N,O,O,a serious man,2009
2268,O,O,O,O,O,N,O,W,N,O,O,N,O,O,up,2009
2269,N,O,O,O,N,O,O,O,N,O,N,N,O,O,up in the air,2009
2270,W,O,O,O,O,O,O,O,O,O,N,O,W,O,crazy heart,2009
2271,N,O,O,O,O,O,O,O,O,O,O,O,O,O,a single man,2009
2272,N,O,O,O,O,O,O,O,O,N,O,O,O,O,invictus,2009
2273,O,N,O,O,O,O,O,O,O,N,O,O,O,O,the last station,2009
2274,O,N,O,O,O,O,O,O,O,O,O,O,O,O,julie & julia,2009
2275,O,O,O,O,O,O,O,O,O,N,O,N,O,O,the messenger,2009
2276,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the lovely bones,2009
2277,O,O,O,N,O,O,O,O,O,O,N,O,N,O,nine,2009
2278,O,O,O,O,O,O,O,O,O,O,O,N,O,O,in the loop,2009
2279,O,O,O,O,O,O,O,N,O,O,O,O,O,O,fantastic mr. fox,2009
2280,O,O,O,O,O,O,O,N,O,O,O,O,O,O,sherlock holmes,2009
2281,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the princess and the frog,2009
2282,O,O,O,O,O,O,O,O,O,O,O,O,N,O,paris 36,2009
2283,O,O,O,O,O,N,N,O,O,O,O,O,O,N,star trek,2009
2284,O,O,O,O,O,O,O,O,O,O,O,O,O,N,transformers: revenge of the fallen,2009
2285,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the imaginarium of doctor parnassus,2009
2286,O,O,O,W,O,O,O,O,O,O,O,O,O,O,the young victoria,2009
2287,O,O,N,O,O,O,O,O,O,O,O,O,O,O,harry potter and the half-blood prince,2009
2288,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the white ribbon,2009
2289,O,O,O,N,O,O,O,O,O,O,O,O,O,O,bright star,2009
2290,O,O,O,N,O,O,O,O,O,O,O,O,O,O,coco before chanel,2009
2291,W,O,N,N,W,N,O,N,W,N,N,W,O,N,the king's speech,2010
2292,N,O,O,O,O,N,O,N,N,O,O,N,N,O,127 hours,2010
2293,O,W,N,O,N,N,O,O,N,O,O,O,O,O,black swan,2010
2294,O,O,O,O,N,N,O,O,N,W,WN,N,O,O,the fighter,2010
2295,O,O,W,O,O,W,W,N,N,O,O,N,O,W,inception,2010
2296,O,N,O,O,O,O,O,O,N,N,O,N,O,O,the kids are all right,2010
2297,N,O,N,O,N,W,O,W,N,O,O,W,O,N,the social network,2010
2298,O,O,O,O,O,N,O,O,N,O,O,N,W,O,toy story 3,2010
2299,N,O,N,N,N,N,O,O,N,O,N,N,O,N,true grit,2010
2300,O,N,O,O,O,O,O,O,N,N,O,N,O,O,winter's bone,2010
2301,N,O,O,O,O,O,O,O,O,O,O,O,O,O,biutiful,2010
2302,O,N,O,O,O,O,O,O,O,O,O,O,O,O,rabbit hole,2010
2303,O,N,O,O,O,O,O,O,O,O,O,O,O,O,blue valentine,2010
2304,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the town,2010
2305,O,O,O,O,O,O,O,O,O,O,N,O,O,O,animal kingdom,2010
2306,O,O,O,O,O,O,O,O,O,O,O,N,O,O,another year,2010
2307,O,O,O,O,O,O,O,N,O,O,O,O,O,O,how to train your dragon,2010
2308,O,O,O,O,O,O,O,O,O,O,O,O,N,O,country strong,2010
2309,O,O,O,O,O,O,O,O,O,O,O,O,N,O,tangled,2010
2310,O,O,O,O,O,N,O,O,O,O,O,O,O,O,tron: legacy,2010
2311,O,O,O,O,O,N,O,O,O,O,O,O,O,O,unstoppable,2010
2312,O,O,O,O,O,O,O,O,O,O,O,O,O,N,salt,2010
2313,O,O,O,W,O,O,N,O,O,O,O,O,O,O,alice in wonderland,2010
2314,O,O,O,O,O,O,N,O,O,O,O,O,O,O,harry potter and the deathly hallows  part 1,2010
2315,O,O,O,N,O,O,O,O,O,O,O,O,O,O,i am love,2010
2316,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the tempest,2010
2317,O,O,O,O,O,O,N,O,O,O,O,O,O,O,hereafter,2010
2318,O,O,O,O,O,O,N,O,O,O,O,O,O,O,iron man 2,2010
2319,W,O,N,W,W,N,O,W,W,O,N,N,O,O,the artist,2011
2320,N,O,O,O,N,N,O,O,N,O,O,W,O,O,the descendants,2011
2321,O,O,O,O,O,O,O,O,N,N,O,O,O,O,extremely loud & incredibly close,2011
2322,O,N,O,O,O,O,O,O,N,O,WN,O,O,O,the help,2011
2323,O,O,W,N,N,N,W,N,N,O,O,N,O,W,hugo,2011
2324,O,O,O,O,N,O,O,O,N,O,O,W,O,O,midnight in paris,2011
2325,N,O,O,O,O,N,O,O,N,N,O,N,O,N,moneyball,2011
2326,O,O,N,O,N,O,O,O,N,O,O,O,O,O,the tree of life,2011
2327,O,O,N,O,O,N,O,N,N,O,O,O,O,N,war horse,2011
2328,N,O,O,O,O,O,O,O,O,O,O,O,O,O,a better life,2011
2329,N,O,O,O,O,O,O,N,O,O,O,N,O,O,tinker tailor soldier spy,2011
2330,O,W,O,O,O,O,O,O,O,O,O,O,O,O,the iron lady,2011
2331,O,N,O,O,O,O,O,O,O,O,N,O,O,O,albert nobbs,2011
2332,O,N,N,O,O,W,O,O,O,O,O,O,O,N,the girl with the dragon tattoo,2011
2333,O,N,O,O,O,O,O,O,O,N,O,O,O,O,my week with marilyn,2011
2334,O,O,O,O,O,O,O,O,O,W,O,O,O,O,beginners,2011
2335,O,O,O,O,O,O,O,O,O,N,O,O,O,O,warrior,2011
2336,O,O,O,O,O,O,O,O,O,O,N,N,O,O,bridesmaids,2011
2337,O,O,O,O,O,O,O,O,O,O,O,N,O,O,margin call,2011
2338,O,O,O,O,O,O,O,O,O,O,O,N,O,O,a separation,2011
2339,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the ides of march,2011
2340,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the adventures of tintin,2011
2341,O,O,O,O,O,O,O,O,O,O,O,O,W,O,the muppets,2011
2342,O,O,O,O,O,O,O,O,O,O,O,O,N,O,rio,2011
2343,O,O,O,O,O,N,O,O,O,O,O,O,O,O,drive,2011
2344,O,O,O,O,O,N,N,O,O,O,O,O,O,N,transformers: dark of the moon,2011
2345,O,O,O,O,O,O,N,O,O,O,O,O,O,O,harry potter and the deathly hallows  part 2,2011
2346,O,O,O,N,O,O,O,O,O,O,O,O,O,O,anonymous,2011
2347,O,O,O,N,O,O,O,O,O,O,O,O,O,O,jane eyre,2011
2348,O,O,O,N,O,O,O,O,O,O,O,O,O,O,w.e.,2011
2349,O,O,O,O,O,O,N,O,O,O,O,O,O,O,real steel,2011
2350,O,O,O,O,O,O,N,O,O,O,O,O,O,O,rise of the planet of the apes,2011
2351,O,O,O,O,O,W,O,N,W,N,O,W,O,N,argo,2012
2352,O,N,O,O,N,O,O,O,N,O,O,N,O,O,amour,2012
2353,O,N,O,O,N,O,O,O,N,O,O,N,O,O,beasts of the southern wild,2012
2354,O,O,N,O,O,N,O,O,N,W,O,W,O,O,django unchained,2012
2355,N,O,O,N,O,O,O,O,N,O,W,O,N,W,les misérables,2012
2356,O,O,W,O,W,N,W,W,N,O,O,N,N,N,life of pi,2012
2357,W,O,N,N,N,N,O,N,N,N,N,N,O,N,lincoln,2012
2358,N,W,O,O,N,N,O,O,N,N,N,N,O,O,silver linings playbook,2012
2359,O,N,O,O,O,N,O,O,N,O,O,N,O,O,zero dark thirty,2012
2360,N,O,O,O,O,O,O,O,O,N,N,O,O,O,the master,2012
2361,N,O,O,O,O,O,O,O,O,O,O,N,O,O,flight,2012
2362,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the impossible,2012
2363,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the sessions,2012
2364,O,O,O,O,O,O,O,O,O,O,O,N,O,O,moonrise kingdom,2012
2365,O,O,N,W,O,O,O,N,O,O,O,O,O,O,anna karenina,2012
2366,O,O,N,O,O,W,O,N,O,O,O,O,W,N,skyfall,2012
2367,O,O,O,O,O,O,O,O,O,O,O,O,N,O,chasing ice,2012
2368,O,O,O,O,O,O,O,O,O,O,O,O,N,O,ted,2012
2369,O,O,O,N,O,O,O,O,O,O,O,O,O,O,mirror mirror,2012
2370,O,O,O,N,O,O,N,O,O,O,O,O,O,O,snow white and the huntsman,2012
2371,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the hobbit: an unexpected journey,2012
2372,O,O,O,O,O,O,N,O,O,O,O,O,O,O,marvel's the avengers,2012
2373,O,O,O,O,O,O,N,O,O,O,O,O,O,O,prometheus,2012
2374,N,O,O,N,N,N,O,O,W,N,W,W,O,O,12 years a slave,2013
2375,N,N,O,N,N,N,O,O,N,N,N,N,O,O,american hustle,2013
2376,O,O,O,O,O,N,O,O,N,N,O,N,O,N,captain phillips,2013
2377,W,O,O,O,O,N,O,O,N,W,O,N,O,O,dallas buyers club,2013
2378,O,N,W,O,W,W,W,W,N,O,O,O,O,W,gravity,2013
2379,O,O,O,O,O,O,O,N,N,O,O,W,N,O,her,2013
2380,N,O,N,O,N,O,O,O,N,O,N,N,O,O,nebraska,2013
2381,O,N,O,O,O,O,O,N,N,O,O,N,O,O,philomena,2013
2382,N,O,O,O,N,O,O,O,N,N,O,N,O,O,the wolf of wall street,2013
2383,O,W,O,O,O,O,O,O,O,O,N,N,O,O,blue jasmine,2013
2384,O,N,O,O,O,O,O,O,O,O,N,O,O,O,august: osage county,2013
2385,O,O,O,O,O,O,O,O,O,O,O,N,O,O,before midnight,2013
2386,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the book thief,2013
2387,O,O,O,O,O,O,O,N,O,O,O,O,O,O,saving mr. banks,2013
2388,O,O,O,O,O,O,O,O,O,O,O,O,W,O,frozen,2013
2389,O,O,O,O,O,O,O,O,O,O,O,O,N,O,despicable me 2,2013
2390,O,O,O,O,O,O,O,O,O,O,O,O,N,O,mandela: long walk to freedom,2013
2391,O,O,O,O,O,O,O,O,O,O,O,O,N,O,alone yet not alone,2013
2392,O,O,O,O,O,N,O,O,O,O,O,O,O,O,all is lost,2013
2393,O,O,O,O,O,N,N,O,O,O,O,O,O,N,the hobbit: the desolation of smaug,2013
2394,O,O,O,O,O,N,O,O,O,O,O,O,O,N,lone survivor,2013
2395,O,O,N,O,O,O,O,O,O,O,O,O,O,N,inside llewyn davis,2013
2396,O,O,N,N,O,O,O,O,O,O,O,O,O,O,the grandmaster,2013
2397,O,O,N,O,O,O,O,O,O,O,O,O,O,O,prisoners,2013
2398,O,O,O,W,O,O,O,O,O,O,O,O,O,O,the great gatsby,2013
2399,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the invisible woman,2013
2400,O,O,O,O,O,O,N,O,O,O,O,O,O,O,iron man 3,2013
2401,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the lone ranger,2013
2402,O,O,O,O,O,O,N,O,O,O,O,O,O,O,star trek into darkness,2013
2403,N,O,W,O,W,N,O,O,W,N,N,W,O,N,birdman or (the unexpected virtue of ignorance),2014
2404,N,O,O,O,O,N,O,O,N,O,O,N,O,N,american sniper,2014
2405,O,O,O,O,N,N,O,O,N,N,W,N,O,O,boyhood,2014
2406,O,O,N,W,N,N,O,W,N,O,O,N,O,O,the grand budapest hotel,2014
2407,N,O,O,O,N,N,O,N,N,O,N,W,O,O,the imitation game,2014
2408,O,O,O,O,O,O,O,O,N,O,O,O,W,O,selma,2014
2409,W,N,O,O,O,O,O,N,N,O,O,N,O,O,the theory of everything,2014
2410,O,O,O,O,O,W,O,O,N,W,O,N,O,W,whiplash,2014
2411,N,O,O,O,N,O,O,O,O,N,O,N,O,O,foxcatcher,2014
2412,O,W,O,O,O,O,O,O,O,O,O,O,O,O,still alice,2014
2413,O,N,O,O,O,O,O,O,O,O,O,O,O,O,"two days, one night",2014
2414,O,N,O,O,O,O,O,O,O,O,O,O,O,O,gone girl,2014
2415,O,N,O,O,O,O,O,O,O,O,N,O,O,O,wild,2014
2416,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the judge,2014
2417,O,O,O,N,O,O,O,O,O,O,N,O,O,O,into the woods,2014
2418,O,O,O,O,O,O,O,O,O,O,O,N,O,O,nightcrawler,2014
2419,O,O,O,N,O,O,O,O,O,O,O,N,O,O,inherent vice,2014
2420,O,O,O,O,O,N,W,N,O,O,O,O,O,N,interstellar,2014
